log_id,principal,action,resource,lab_result,clinical_note,billing_info,purpose,timestamp,label
log_30,doc_43,read_phi,phi_rec_1512,0,0,0,billing,2025-01-24T05:52:02,benign
log_31,doc_41,read_phi,phi_rec_366,0,0,0,billing,2025-07-14T19:09:46,benign
log_32,bclerk_7,read_phi,phi_rec_1856,0,0,1,billing,2025-02-15T03:01:09,benign
log_33,doc_48,read_phi,phi_rec_260,1,0,0,diagnosis,2025-06-12T06:55:09,benign
log_34,doc_25,read_phi,phi_rec_965,1,0,0,research,2025-02-05T19:02:06,benign
log_35,doc_36,read_phi,phi_rec_1985,1,1,0,diagnosis,2025-01-15T08:01:08,benign
log_36,doc_21,read_phi,phi_rec_1430,0,0,0,billing,2025-03-07T19:41:36,benign
log_37,doc_30,read_phi,phi_rec_780,0,0,0,billing,2025-08-28T05:27:40,benign
log_38,doc_24,read_phi,phi_rec_396,0,1,0,research,2025-01-06T05:56:41,benign
log_39,bclerk_10,read_phi,phi_rec_489,0,0,1,billing,2025-03-02T19:06:54,benign
log_40,bclerk_6,read_phi,phi_rec_1800,0,0,1,billing,2025-03-14T00:40:11,benign
log_41,doc_42,read_phi,phi_rec_1986,0,0,0,marketing,2025-03-14T10:44:37,benign
log_42,doc_35,read_phi,phi_rec_1199,1,1,0,diagnosis,2025-03-12T07:38:32,benign
log_43,doc_14,read_phi,phi_rec_1206,0,0,0,billing,2025-06-27T16:51:48,benign
log_44,doc_23,read_phi,phi_rec_150,1,1,0,research,2025-07-12T01:23:16,benign
log_45,doc_6,read_phi,phi_rec_1039,0,0,0,billing,2025-04-09T01:18:31,benign
log_46,doc_13,read_phi,phi_rec_1357,0,1,0,marketing,2025-01-22T06:01:34,violation_hipaa_auth
log_47,doc_28,read_phi,phi_rec_476,1,1,0,diagnosis,2025-05-22T22:57:18,benign
log_48,doc_7,read_phi,phi_rec_1416,0,0,0,billing,2025-08-18T13:03:27,benign
log_49,doc_0,read_phi,phi_rec_1674,0,0,0,marketing,2025-02-20T06:02:50,benign
log_50,doc_45,read_phi,phi_rec_1793,0,0,0,billing,2025-08-05T21:51:37,benign
log_51,doc_43,read_phi,phi_rec_480,0,0,0,billing,2025-08-05T22:35:14,benign
log_52,doc_23,read_phi,phi_rec_1284,1,1,0,diagnosis,2025-01-26T00:49:44,benign
log_53,bclerk_10,read_phi,phi_rec_292,0,0,1,billing,2025-04-12T10:08:31,benign
log_54,bclerk_6,read_phi,phi_rec_444,0,0,1,billing,2025-05-10T07:21:12,benign
log_55,doc_9,read_phi,phi_rec_551,1,0,0,research,2025-01-01T09:40:13,benign
log_56,doc_2,read_phi,phi_rec_372,0,0,0,billing,2025-05-12T11:05:47,benign
log_57,doc_20,read_phi,phi_rec_794,0,0,0,billing,2025-04-23T11:56:32,benign
log_58,doc_33,read_phi,phi_rec_227,1,1,0,research,2025-04-08T19:03:34,benign
log_59,doc_5,read_phi,phi_rec_277,0,0,0,billing,2025-06-11T08:58:04,benign
log_60,bclerk_14,read_phi,phi_rec_1507,0,0,1,billing,2025-05-02T04:00:05,benign
log_61,doc_26,read_phi,phi_rec_1097,0,1,0,research,2025-01-07T15:32:16,benign
log_62,doc_29,read_phi,phi_rec_1109,0,0,0,billing,2025-06-05T09:15:54,benign
log_63,doc_8,read_phi,phi_rec_1138,0,1,0,marketing,2025-05-13T17:38:22,violation_hipaa_auth
log_64,doc_36,read_phi,phi_rec_459,0,0,0,billing,2025-07-08T04:04:22,benign
log_65,doc_32,read_phi,phi_rec_1955,0,0,0,billing,2025-08-17T18:17:06,benign
log_66,doc_19,read_phi,phi_rec_1396,1,1,0,research,2025-02-12T13:27:40,benign
log_67,doc_14,read_phi,phi_rec_467,0,0,0,marketing,2025-05-18T14:30:45,benign
log_68,doc_36,read_phi,phi_rec_956,0,0,0,billing,2025-01-29T08:54:51,benign
log_69,doc_47,read_phi,phi_rec_1649,1,0,0,diagnosis,2025-04-28T10:09:46,benign
log_70,doc_0,read_phi,phi_rec_1875,0,0,0,marketing,2025-05-10T08:37:24,benign
log_71,doc_16,read_phi,phi_rec_1360,0,0,0,billing,2025-07-16T14:06:16,benign
log_72,doc_23,read_phi,phi_rec_814,1,1,0,diagnosis,2025-08-08T12:12:08,benign
log_73,doc_32,read_phi,phi_rec_1652,1,1,0,diagnosis,2025-03-16T15:36:45,benign
log_74,bclerk_2,read_phi,phi_rec_1914,0,0,1,billing,2025-06-19T11:44:34,benign
log_75,bclerk_4,read_phi,phi_rec_1588,0,0,1,billing,2025-08-13T06:07:38,benign
log_76,doc_29,read_phi,phi_rec_1769,0,0,0,marketing,2025-02-08T11:22:08,benign
log_77,doc_6,read_phi,phi_rec_727,1,1,0,diagnosis,2025-08-20T01:19:57,benign
log_78,doc_42,read_phi,phi_rec_1726,1,0,0,research,2025-02-16T04:01:50,violation_gdpr_art18
log_79,doc_40,read_phi,phi_rec_1578,0,0,0,billing,2025-01-01T03:31:44,benign
log_80,doc_40,read_phi,phi_rec_1226,1,1,0,diagnosis,2025-03-12T02:55:11,benign
log_81,doc_29,read_phi,phi_rec_874,0,1,0,research,2025-08-11T21:52:12,benign
log_82,doc_46,read_phi,phi_rec_186,1,1,0,diagnosis,2025-03-15T18:08:13,benign
log_83,doc_46,read_phi,phi_rec_1356,1,1,0,diagnosis,2025-04-01T11:23:21,benign
log_84,bclerk_9,read_phi,phi_rec_1056,0,0,1,billing,2025-07-14T17:15:32,benign
log_85,doc_3,read_phi,phi_rec_669,0,0,0,marketing,2025-07-29T04:21:04,benign
log_86,doc_5,read_phi,phi_rec_856,1,1,0,diagnosis,2025-05-30T04:58:59,benign
log_87,doc_45,read_phi,phi_rec_61,0,0,0,billing,2025-05-06T05:52:39,benign
log_88,doc_23,read_phi,phi_rec_575,1,1,0,diagnosis,2025-05-05T07:25:59,benign
log_89,bclerk_5,read_phi,phi_rec_1070,0,0,1,billing,2025-08-26T22:33:12,benign
log_90,doc_40,read_phi,phi_rec_1818,0,0,0,billing,2025-03-07T01:21:00,benign
log_91,doc_9,read_phi,phi_rec_156,0,1,0,diagnosis,2025-03-29T20:54:10,benign
log_92,doc_21,read_phi,phi_rec_1814,0,1,0,research,2025-08-02T16:15:01,benign
log_93,doc_48,read_phi,phi_rec_17,0,0,0,billing,2025-02-02T21:33:31,benign
log_94,doc_1,read_phi,phi_rec_1968,0,0,0,billing,2025-05-04T19:11:16,benign
log_95,doc_22,read_phi,phi_rec_697,1,1,0,research,2025-07-15T00:38:08,benign
log_96,doc_28,read_phi,phi_rec_1069,0,0,0,billing,2025-04-30T05:13:17,benign
log_97,bclerk_14,read_phi,phi_rec_1394,0,0,1,billing,2025-01-28T20:00:07,benign
log_98,doc_22,read_phi,phi_rec_133,1,0,0,diagnosis,2025-04-02T10:45:20,benign
log_99,bclerk_4,read_phi,phi_rec_1413,0,0,1,billing,2025-02-16T17:22:09,benign
log_100,doc_41,read_phi,phi_rec_1124,0,1,0,research,2025-08-04T20:15:59,benign
log_101,doc_49,read_phi,phi_rec_1297,1,1,0,diagnosis,2025-08-29T06:38:10,benign
log_102,doc_26,read_phi,phi_rec_1935,0,0,0,marketing,2025-07-16T09:58:18,benign
log_103,doc_25,read_phi,phi_rec_354,0,0,0,billing,2025-04-19T04:17:56,benign
log_104,doc_22,read_phi,phi_rec_1932,0,0,0,billing,2025-08-23T12:26:40,benign
log_105,doc_43,read_phi,phi_rec_1270,1,1,0,diagnosis,2025-04-21T01:05:59,benign
log_106,doc_6,read_phi,phi_rec_357,0,1,0,research,2025-01-23T12:20:51,violation_hipaa_auth
log_107,doc_17,read_phi,phi_rec_1208,1,0,0,research,2025-06-25T17:49:40,benign
log_108,doc_8,read_phi,phi_rec_1735,0,0,0,marketing,2025-04-23T08:02:39,benign
log_109,doc_1,read_phi,phi_rec_601,0,0,0,marketing,2025-01-10T19:37:36,benign
log_110,doc_18,read_phi,phi_rec_1123,0,0,0,marketing,2025-07-16T08:38:30,benign
log_111,doc_3,read_phi,phi_rec_1073,0,0,0,billing,2025-08-13T05:44:28,benign
log_112,doc_46,read_phi,phi_rec_1066,1,1,0,diagnosis,2025-04-19T18:46:12,benign
log_113,doc_23,read_phi,phi_rec_1615,1,0,0,research,2025-04-01T22:48:22,benign
log_114,doc_31,read_phi,phi_rec_612,1,1,0,research,2025-04-11T14:45:03,benign
log_115,doc_24,read_phi,phi_rec_1948,1,1,0,research,2025-01-23T14:25:09,benign
log_116,doc_2,read_phi,phi_rec_315,1,1,0,diagnosis,2025-05-04T04:41:34,benign
log_117,doc_4,read_phi,phi_rec_165,1,1,0,diagnosis,2025-08-21T00:35:58,benign
log_118,doc_23,read_phi,phi_rec_757,0,0,0,billing,2025-03-08T00:25:00,benign
log_119,doc_22,read_phi,phi_rec_492,0,0,0,marketing,2025-03-09T06:51:35,benign
log_120,doc_6,read_phi,phi_rec_929,0,0,0,marketing,2025-06-22T23:12:19,benign
log_121,bclerk_0,read_phi,phi_rec_834,0,0,1,marketing,2025-08-05T09:02:25,violation_gdpr_art18
log_122,doc_17,read_phi,phi_rec_544,0,1,0,billing,2025-02-08T12:19:38,violation_hipaa_auth
log_123,doc_25,read_phi,phi_rec_1679,0,1,0,diagnosis,2025-01-01T22:21:56,benign
log_124,doc_21,read_phi,phi_rec_435,0,0,0,billing,2025-04-28T23:02:50,benign
log_125,doc_8,read_phi,phi_rec_327,1,1,0,diagnosis,2025-05-22T02:45:58,benign
log_126,doc_0,read_phi,phi_rec_1420,1,1,0,research,2025-06-19T14:24:38,benign
log_127,doc_41,read_phi,phi_rec_241,0,0,0,marketing,2025-01-07T00:30:55,benign
log_128,doc_24,read_phi,phi_rec_803,0,0,0,marketing,2025-07-03T13:04:25,benign
log_129,doc_36,read_phi,phi_rec_1705,1,1,0,research,2025-04-20T00:25:46,benign
log_130,doc_25,read_phi,phi_rec_1012,1,1,0,research,2025-02-17T23:19:52,benign
log_131,doc_2,read_phi,phi_rec_641,0,0,0,billing,2025-07-28T04:48:51,benign
log_132,doc_2,read_phi,phi_rec_1743,0,0,0,research,2025-02-20T06:48:15,benign
log_133,doc_9,read_phi,phi_rec_1951,0,0,0,marketing,2025-06-04T20:07:21,benign
log_134,doc_35,read_phi,phi_rec_1281,0,1,0,diagnosis,2025-08-02T15:22:33,benign
log_135,doc_18,read_phi,phi_rec_1214,1,1,0,diagnosis,2025-03-04T14:03:19,benign
log_136,doc_49,read_phi,phi_rec_1095,0,1,0,diagnosis,2025-08-27T08:01:55,benign
log_137,doc_24,read_phi,phi_rec_845,0,0,0,billing,2025-06-01T15:44:23,benign
log_138,bclerk_11,read_phi,phi_rec_1570,0,0,1,billing,2025-02-09T22:38:39,benign
log_139,bclerk_0,read_phi,phi_rec_1068,0,0,1,marketing,2025-04-17T11:44:55,violation_gdpr_art18
log_140,bclerk_8,read_phi,phi_rec_1667,0,0,1,billing,2025-03-04T13:07:48,benign
log_141,bclerk_7,read_phi,phi_rec_642,0,0,1,billing,2025-05-16T18:31:55,benign
log_142,doc_29,read_phi,phi_rec_982,0,0,0,billing,2025-02-06T02:49:35,benign
log_143,doc_12,read_phi,phi_rec_1603,0,0,0,billing,2025-01-26T21:40:56,benign
log_144,bclerk_0,read_phi,phi_rec_338,0,0,1,marketing,2025-07-20T06:19:49,violation_gdpr_art18
log_145,doc_43,read_phi,phi_rec_1410,0,0,0,billing,2025-01-11T21:36:10,benign
log_146,doc_21,read_phi,phi_rec_1399,0,1,0,research,2025-03-02T06:58:27,violation_gdpr_art18
log_147,doc_30,read_phi,phi_rec_41,0,0,0,billing,2025-01-31T11:03:28,benign
log_148,doc_43,read_phi,phi_rec_1507,1,1,0,research,2025-02-21T05:06:26,benign
log_149,bclerk_14,read_phi,phi_rec_1873,0,0,1,billing,2025-08-13T05:26:47,benign
log_150,doc_44,read_phi,phi_rec_1301,1,1,0,diagnosis,2025-07-03T00:53:08,benign
log_151,doc_2,read_phi,phi_rec_177,0,0,0,billing,2025-03-21T14:18:59,benign
log_152,doc_45,read_phi,phi_rec_1259,0,0,0,billing,2025-08-08T00:54:17,benign
log_153,doc_42,read_phi,phi_rec_1262,0,0,0,billing,2025-07-04T08:32:53,benign
log_154,doc_27,read_phi,phi_rec_1247,1,1,0,diagnosis,2025-06-26T01:18:38,benign
log_155,doc_34,read_phi,phi_rec_1407,1,1,0,research,2025-06-06T00:24:17,benign
log_156,doc_4,read_phi,phi_rec_1843,1,1,0,diagnosis,2025-04-11T23:16:26,benign
log_157,bclerk_4,read_phi,phi_rec_1992,0,0,1,billing,2025-07-26T21:30:19,benign
log_158,doc_11,read_phi,phi_rec_1291,1,1,0,research,2025-06-27T10:26:48,benign
log_159,doc_47,read_phi,phi_rec_1351,0,1,0,diagnosis,2025-01-30T08:47:19,benign
log_160,doc_21,read_phi,phi_rec_453,0,0,0,billing,2025-04-27T07:44:55,benign
log_161,doc_28,read_phi,phi_rec_1060,1,1,0,research,2025-08-15T18:36:41,benign
log_162,doc_42,read_phi,phi_rec_1357,0,0,0,marketing,2025-03-30T10:20:12,benign
log_163,doc_16,read_phi,phi_rec_1520,0,0,0,billing,2025-05-02T08:51:55,benign
log_164,bclerk_12,read_phi,phi_rec_1199,0,0,1,billing,2025-01-10T12:20:15,benign
log_165,doc_24,read_phi,phi_rec_1418,0,0,0,billing,2025-02-19T22:14:30,benign
log_166,doc_9,read_phi,phi_rec_518,1,1,0,research,2025-05-05T07:36:16,benign
log_167,doc_23,read_phi,phi_rec_1152,1,1,0,diagnosis,2025-08-09T15:06:30,benign
log_168,doc_35,read_phi,phi_rec_1213,0,0,0,billing,2025-01-07T04:15:41,benign
log_169,doc_32,read_phi,phi_rec_996,0,0,0,marketing,2025-08-23T05:10:46,benign
log_170,doc_7,read_phi,phi_rec_1712,1,0,0,diagnosis,2025-04-26T07:56:26,benign
log_171,doc_4,read_phi,phi_rec_1982,0,0,0,billing,2025-05-09T03:06:43,benign
log_172,doc_21,read_phi,phi_rec_453,1,1,0,diagnosis,2025-08-16T07:54:26,benign
log_173,bclerk_10,read_phi,phi_rec_759,0,0,1,billing,2025-05-09T03:07:37,benign
log_174,doc_28,read_phi,phi_rec_42,0,0,0,research,2025-06-16T16:42:02,benign
log_175,doc_31,read_phi,phi_rec_1881,0,0,0,billing,2025-08-15T11:15:59,benign
log_176,doc_36,read_phi,phi_rec_1991,0,1,0,marketing,2025-05-05T04:00:31,violation_hipaa_auth
log_177,doc_2,read_phi,phi_rec_939,0,1,0,research,2025-08-04T02:11:54,benign
log_178,doc_15,read_phi,phi_rec_121,1,1,0,diagnosis,2025-05-19T21:22:18,benign
log_179,bclerk_2,read_phi,phi_rec_1069,0,0,1,billing,2025-02-04T14:13:46,benign
log_180,doc_28,read_phi,phi_rec_1813,1,1,0,diagnosis,2025-07-20T12:19:52,benign
log_181,bclerk_0,read_phi,phi_rec_398,0,0,1,billing,2025-02-13T14:45:18,benign
log_182,doc_22,read_phi,phi_rec_697,0,0,0,billing,2025-08-03T11:45:15,benign
log_183,doc_14,read_phi,phi_rec_600,0,1,0,research,2025-04-27T18:27:47,benign
log_184,doc_35,read_phi,phi_rec_473,1,1,0,research,2025-03-22T17:28:57,benign
log_185,doc_21,read_phi,phi_rec_1534,0,0,0,billing,2025-01-12T18:03:58,benign
log_186,doc_8,read_phi,phi_rec_825,0,0,0,billing,2025-04-14T22:16:46,benign
log_187,doc_17,read_phi,phi_rec_1208,0,0,0,billing,2025-05-28T13:18:46,benign
log_188,doc_42,read_phi,phi_rec_602,0,0,0,billing,2025-02-01T02:38:29,benign
log_189,doc_0,read_phi,phi_rec_1559,0,0,0,billing,2025-06-02T14:11:00,benign
log_190,doc_11,read_phi,phi_rec_754,0,0,0,marketing,2025-07-05T21:29:44,benign
log_191,doc_24,read_phi,phi_rec_618,1,1,0,research,2025-04-21T21:07:58,benign
log_192,doc_33,read_phi,phi_rec_340,0,0,0,billing,2025-02-09T06:54:16,benign
log_193,doc_9,read_phi,phi_rec_24,1,1,0,research,2025-08-04T08:42:41,benign
log_194,doc_24,read_phi,phi_rec_1345,1,0,0,diagnosis,2025-02-10T06:05:19,benign
log_195,doc_3,read_phi,phi_rec_627,0,0,0,billing,2025-08-05T11:24:34,benign
log_196,doc_1,read_phi,phi_rec_704,0,0,0,marketing,2025-06-25T06:56:07,benign
log_197,bclerk_11,read_phi,phi_rec_799,0,0,1,billing,2025-03-02T23:08:42,benign
log_198,doc_0,read_phi,phi_rec_335,1,1,0,research,2025-05-31T21:40:51,benign
log_199,doc_6,read_phi,phi_rec_1444,0,0,0,marketing,2025-03-11T19:27:11,benign
log_200,doc_11,read_phi,phi_rec_1085,1,1,0,diagnosis,2025-08-13T21:51:52,benign
log_201,doc_22,read_phi,phi_rec_10,1,1,0,diagnosis,2025-06-30T10:54:59,benign
log_202,doc_16,read_phi,phi_rec_486,0,0,0,billing,2025-02-05T22:53:52,benign
log_203,doc_30,read_phi,phi_rec_993,0,0,0,marketing,2025-07-14T18:34:41,benign
log_204,doc_47,read_phi,phi_rec_604,1,0,0,diagnosis,2025-08-25T12:23:07,benign
log_205,doc_20,read_phi,phi_rec_36,0,1,0,diagnosis,2025-01-10T20:19:22,benign
log_206,doc_36,read_phi,phi_rec_296,0,1,0,research,2025-08-11T20:10:03,violation_gdpr_art18
log_207,doc_15,read_phi,phi_rec_1238,0,0,0,billing,2025-04-29T22:24:23,benign
log_208,doc_38,read_phi,phi_rec_1810,0,0,0,billing,2025-02-10T20:55:36,benign
log_209,doc_36,read_phi,phi_rec_608,0,0,0,billing,2025-08-07T09:53:34,benign
log_210,doc_37,read_phi,phi_rec_1945,1,1,0,diagnosis,2025-05-25T16:05:52,benign
log_211,doc_43,read_phi,phi_rec_1966,1,0,0,diagnosis,2025-01-28T01:18:58,benign
log_212,doc_36,read_phi,phi_rec_216,0,0,0,billing,2025-07-15T06:02:15,benign
log_213,doc_12,read_phi,phi_rec_1157,0,0,0,billing,2025-01-20T21:22:03,benign
log_214,doc_13,read_phi,phi_rec_374,1,1,0,diagnosis,2025-02-28T19:32:58,benign
log_215,doc_21,read_phi,phi_rec_443,1,1,0,diagnosis,2025-06-15T04:14:26,benign
log_216,doc_45,read_phi,phi_rec_51,0,0,0,marketing,2025-07-11T02:07:26,benign
log_217,doc_23,read_phi,phi_rec_379,0,0,0,marketing,2025-05-11T06:22:02,benign
log_218,doc_22,read_phi,phi_rec_836,1,0,0,diagnosis,2025-02-05T17:04:38,benign
log_219,doc_41,read_phi,phi_rec_573,1,1,0,research,2025-05-11T22:39:20,benign
log_220,doc_2,read_phi,phi_rec_1555,1,1,0,diagnosis,2025-02-27T11:51:48,benign
log_221,bclerk_6,read_phi,phi_rec_1877,0,0,1,billing,2025-05-14T11:32:58,benign
log_222,doc_47,read_phi,phi_rec_966,1,1,0,research,2025-05-11T14:23:13,benign
log_223,doc_8,read_phi,phi_rec_327,0,0,0,billing,2025-02-28T06:08:29,benign
log_224,doc_27,read_phi,phi_rec_1128,1,1,0,research,2025-06-16T06:48:49,benign
log_225,doc_40,read_phi,phi_rec_38,0,0,0,marketing,2025-02-26T17:36:47,benign
log_226,bclerk_4,read_phi,phi_rec_314,0,0,1,billing,2025-05-22T08:08:35,benign
log_227,doc_27,read_phi,phi_rec_871,1,0,0,diagnosis,2025-07-05T23:07:42,benign
log_228,doc_7,read_phi,phi_rec_1249,1,1,0,research,2025-02-10T13:12:21,benign
log_229,doc_47,read_phi,phi_rec_1749,0,0,0,billing,2025-03-24T17:08:42,benign
log_230,doc_37,read_phi,phi_rec_1537,1,1,0,research,2025-07-20T18:11:36,benign
log_231,doc_23,read_phi,phi_rec_1273,0,0,0,billing,2025-01-03T12:28:05,benign
log_232,doc_4,read_phi,phi_rec_1015,0,0,0,marketing,2025-01-26T19:25:39,benign
log_233,doc_7,read_phi,phi_rec_368,1,1,0,diagnosis,2025-07-25T02:26:29,benign
log_234,bclerk_2,read_phi,phi_rec_343,0,0,1,billing,2025-03-29T03:08:14,benign
log_235,bclerk_0,read_phi,phi_rec_243,0,1,0,billing,2025-02-02T04:46:15,violation_hipaa_min_necessary
log_236,doc_34,read_phi,phi_rec_1407,1,1,0,diagnosis,2025-02-04T03:43:28,benign
log_237,doc_37,read_phi,phi_rec_1580,1,1,0,diagnosis,2025-06-03T09:02:37,benign
log_238,bclerk_1,read_phi,phi_rec_1234,0,0,1,billing,2025-07-29T20:10:05,benign
log_239,bclerk_5,read_phi,phi_rec_1389,0,0,1,billing,2025-06-29T08:53:21,benign
log_240,doc_25,read_phi,phi_rec_524,1,0,0,diagnosis,2025-05-01T12:47:45,benign
log_241,bclerk_14,read_phi,phi_rec_1773,0,0,1,billing,2025-08-08T23:55:40,benign
log_242,doc_20,read_phi,phi_rec_794,1,1,0,research,2025-07-10T08:37:00,benign
log_243,doc_0,read_phi,phi_rec_1805,0,0,0,billing,2025-03-03T21:39:09,benign
log_244,doc_48,read_phi,phi_rec_912,0,0,0,diagnosis,2025-03-26T02:30:17,benign
log_245,doc_40,read_phi,phi_rec_1583,1,1,0,research,2025-06-18T04:23:18,benign
log_246,bclerk_10,read_phi,phi_rec_1283,0,0,1,billing,2025-01-03T06:07:23,benign
log_247,doc_16,read_phi,phi_rec_361,0,0,0,billing,2025-06-20T11:51:39,benign
log_248,doc_15,read_phi,phi_rec_1926,0,0,0,marketing,2025-01-17T16:39:08,benign
log_249,doc_36,read_phi,phi_rec_1554,0,0,0,billing,2025-01-01T12:27:59,benign
log_250,doc_17,read_phi,phi_rec_119,1,0,0,diagnosis,2025-05-15T01:36:45,benign
log_251,doc_35,read_phi,phi_rec_440,0,1,0,research,2025-05-24T01:03:04,benign
log_252,bclerk_1,read_phi,phi_rec_258,0,0,1,billing,2025-03-01T22:23:09,benign
log_253,doc_16,read_phi,phi_rec_4,0,0,0,marketing,2025-02-14T23:48:26,benign
log_254,doc_8,read_phi,phi_rec_109,1,1,0,diagnosis,2025-04-02T10:04:05,benign
log_255,bclerk_8,read_phi,phi_rec_1174,0,0,1,billing,2025-03-14T07:47:39,benign
log_256,doc_7,read_phi,phi_rec_167,1,1,0,research,2025-07-11T21:33:26,benign
log_257,doc_15,read_phi,phi_rec_1189,0,0,0,billing,2025-02-06T21:00:22,benign
log_258,bclerk_1,read_phi,phi_rec_1945,0,0,1,billing,2025-02-25T00:23:07,benign
log_259,bclerk_7,read_phi,phi_rec_1984,0,0,1,billing,2025-05-10T03:05:46,benign
log_260,bclerk_8,read_phi,phi_rec_764,0,0,1,billing,2025-08-23T15:11:20,benign
log_261,doc_2,read_phi,phi_rec_412,0,0,0,marketing,2025-05-18T10:16:44,benign
log_262,doc_9,read_phi,phi_rec_1729,1,1,0,diagnosis,2025-03-22T06:13:17,benign
log_263,doc_27,read_phi,phi_rec_1107,1,0,0,research,2025-04-30T05:20:44,benign
log_264,doc_30,read_phi,phi_rec_446,1,1,0,diagnosis,2025-08-24T19:28:02,benign
log_265,doc_43,read_phi,phi_rec_115,0,1,0,diagnosis,2025-04-21T09:37:25,benign
log_266,doc_18,read_phi,phi_rec_952,1,1,0,diagnosis,2025-03-21T14:03:35,benign
log_267,bclerk_14,read_phi,phi_rec_1809,0,0,1,billing,2025-04-26T20:14:25,benign
log_268,doc_33,read_phi,phi_rec_474,1,1,0,diagnosis,2025-07-18T03:19:25,benign
log_269,doc_42,read_phi,phi_rec_1103,0,0,0,marketing,2025-06-18T08:27:48,benign
log_270,doc_48,read_phi,phi_rec_1608,1,1,0,diagnosis,2025-06-22T11:39:49,benign
log_271,doc_44,read_phi,phi_rec_977,1,0,0,diagnosis,2025-05-26T14:49:00,benign
log_272,doc_14,read_phi,phi_rec_1272,0,0,0,billing,2025-05-06T20:22:07,benign
log_273,doc_1,read_phi,phi_rec_651,0,1,0,diagnosis,2025-02-19T02:32:09,benign
log_274,doc_3,read_phi,phi_rec_1377,1,1,0,research,2025-07-09T22:09:30,benign
log_275,doc_18,read_phi,phi_rec_624,0,0,0,marketing,2025-06-02T07:10:27,benign
log_276,doc_7,read_phi,phi_rec_1416,1,1,0,diagnosis,2025-03-04T15:09:02,benign
log_277,doc_16,read_phi,phi_rec_1597,0,1,0,research,2025-08-17T11:09:17,benign
log_278,doc_28,read_phi,phi_rec_1185,0,0,0,billing,2025-07-30T04:03:57,benign
log_279,doc_18,read_phi,phi_rec_1219,1,1,0,diagnosis,2025-05-11T22:01:27,benign
log_280,doc_36,read_phi,phi_rec_1299,0,0,0,billing,2025-05-09T02:01:05,benign
log_281,doc_27,read_phi,phi_rec_1989,0,0,0,billing,2025-02-16T17:04:28,benign
log_282,doc_30,read_phi,phi_rec_1561,0,0,0,diagnosis,2025-05-13T19:22:28,benign
log_283,doc_43,read_phi,phi_rec_686,0,0,0,billing,2025-08-21T17:23:49,benign
