log_id,principal,action,resource,lab_result,clinical_note,billing_info,request_timestamp,process_timestamp,label
req_ben_18438,pat_1343,request_deactivation,phi_rec_1343,0,0,0,2025-08-07T00:00:00,2025-08-27T00:00:00,benign
req_ben_47389,pat_604,request_access,phi_rec_604,1,1,0,2025-08-07T00:00:00,2025-08-26T00:00:00,benign
req_vio_1265,pat_643,request_deactivation,phi_rec_643,0,0,0,2025-06-02T00:00:00,,violation_gdpr_art17
req_ben_36222,pat_685,request_deactivation,phi_rec_685,0,0,0,2025-08-17T00:00:00,2025-08-30T00:00:00,benign
req_ben_2816,pat_868,request_access,phi_rec_868,0,1,1,2025-08-24T00:00:00,2025-09-16T00:00:00,benign
req_ben_10506,pat_1610,request_access,phi_rec_1610,1,1,1,2025-08-06T00:00:00,2025-08-25T00:00:00,benign
req_vio_554,pat_1808,request_access,phi_rec_1808,1,0,1,2025-03-10T00:00:00,,violation_gdpr_art15
req_ben_13927,pat_1440,request_deactivation,phi_rec_1440,0,0,0,2025-08-03T00:00:00,2025-08-14T00:00:00,benign
req_ben_33938,pat_1578,request_deactivation,phi_rec_1578,0,0,0,2025-08-20T00:00:00,2025-08-21T00:00:00,benign
req_ben_40334,pat_892,request_deactivation,phi_rec_892,0,0,0,2025-08-24T00:00:00,2025-09-07T00:00:00,benign
req_ben_40757,pat_1906,request_access,phi_rec_1906,1,0,0,2025-08-06T00:00:00,2025-08-27T00:00:00,benign
req_ben_11936,pat_317,request_access,phi_rec_317,0,1,0,2025-08-28T00:00:00,2025-09-13T00:00:00,benign
req_ben_2961,pat_1167,request_access,phi_rec_1167,1,1,0,2025-08-12T00:00:00,2025-08-28T00:00:00,benign
req_ben_25811,pat_1264,request_access,phi_rec_1264,1,1,1,2025-08-23T00:00:00,2025-08-31T00:00:00,benign
req_ben_9090,pat_1055,request_deactivation,phi_rec_1055,0,0,0,2025-08-20T00:00:00,2025-08-25T00:00:00,benign
req_ben_45540,pat_1170,request_access,phi_rec_1170,0,1,1,2025-08-17T00:00:00,2025-08-18T00:00:00,benign
req_ben_4730,pat_1303,request_deactivation,phi_rec_1303,0,0,0,2025-08-27T00:00:00,2025-09-19T00:00:00,benign
req_ben_11064,pat_1051,request_access,phi_rec_1051,1,1,1,2025-08-19T00:00:00,2025-08-25T00:00:00,benign
req_ben_27564,pat_1585,request_access,phi_rec_1585,1,1,1,2025-08-11T00:00:00,2025-08-14T00:00:00,benign
req_ben_29670,pat_356,request_deactivation,phi_rec_356,0,0,0,2025-08-22T00:00:00,2025-08-28T00:00:00,benign
req_ben_39572,pat_1080,request_deactivation,phi_rec_1080,0,0,0,2025-08-13T00:00:00,2025-08-26T00:00:00,benign
req_ben_9604,pat_1790,request_access,phi_rec_1790,1,0,0,2025-08-23T00:00:00,2025-09-11T00:00:00,benign
req_ben_45633,pat_321,request_deactivation,phi_rec_321,0,0,0,2025-08-28T00:00:00,2025-09-03T00:00:00,benign
req_ben_42,pat_816,request_access,phi_rec_816,0,0,1,2025-08-07T00:00:00,2025-08-26T00:00:00,benign
req_ben_41963,pat_1127,request_access,phi_rec_1127,1,1,0,2025-08-19T00:00:00,2025-09-10T00:00:00,benign
req_ben_43673,pat_885,request_access,phi_rec_885,1,0,1,2025-08-16T00:00:00,2025-08-24T00:00:00,benign
req_ben_37723,pat_372,request_deactivation,phi_rec_372,0,0,0,2025-08-22T00:00:00,2025-08-25T00:00:00,benign
req_ben_15691,pat_1381,request_access,phi_rec_1381,1,1,1,2025-08-25T00:00:00,2025-09-16T00:00:00,benign
req_ben_24206,pat_1908,request_access,phi_rec_1908,1,1,1,2025-08-06T00:00:00,2025-08-29T00:00:00,benign
req_ben_38733,pat_300,request_access,phi_rec_300,1,0,0,2025-08-05T00:00:00,2025-08-22T00:00:00,benign
req_ben_37422,pat_1130,request_access,phi_rec_1130,0,1,0,2025-08-09T00:00:00,2025-08-29T00:00:00,benign
req_ben_1164,pat_592,request_access,phi_rec_592,0,1,1,2025-08-02T00:00:00,2025-08-11T00:00:00,benign
req_vio_2401,pat_322,request_deactivation,phi_rec_322,0,0,0,2025-04-17T00:00:00,,violation_gdpr_art17
req_ben_14371,pat_1151,request_access,phi_rec_1151,0,1,1,2025-08-21T00:00:00,2025-08-22T00:00:00,benign
req_ben_39695,pat_839,request_access,phi_rec_839,1,0,1,2025-08-14T00:00:00,2025-08-25T00:00:00,benign
req_ben_317,pat_305,request_access,phi_rec_305,0,1,0,2025-08-10T00:00:00,2025-08-23T00:00:00,benign
req_ben_11446,pat_520,request_access,phi_rec_520,0,1,0,2025-08-28T00:00:00,2025-09-20T00:00:00,benign
req_ben_8655,pat_1,request_access,phi_rec_1,1,1,1,2025-08-14T00:00:00,2025-09-06T00:00:00,benign
req_ben_16940,pat_861,request_deactivation,phi_rec_861,0,0,0,2025-08-19T00:00:00,2025-08-28T00:00:00,benign
req_ben_29051,pat_64,request_deactivation,phi_rec_64,0,0,0,2025-08-04T00:00:00,2025-08-19T00:00:00,benign
req_ben_26487,pat_421,request_deactivation,phi_rec_421,0,0,0,2025-08-12T00:00:00,2025-08-15T00:00:00,benign
req_ben_21463,pat_1318,request_access,phi_rec_1318,1,1,1,2025-08-26T00:00:00,2025-09-11T00:00:00,benign
req_ben_40947,pat_1457,request_access,phi_rec_1457,1,1,1,2025-08-08T00:00:00,2025-08-15T00:00:00,benign
req_vio_1551,pat_347,request_deactivation,phi_rec_347,0,0,0,2025-03-15T00:00:00,,violation_gdpr_art17
req_ben_42803,pat_375,request_access,phi_rec_375,1,1,0,2025-08-18T00:00:00,2025-08-23T00:00:00,benign
req_ben_18355,pat_985,request_access,phi_rec_985,0,1,0,2025-08-11T00:00:00,2025-08-25T00:00:00,benign
req_ben_14250,pat_1373,request_access,phi_rec_1373,0,1,1,2025-08-03T00:00:00,2025-08-18T00:00:00,benign
req_ben_42217,pat_1675,request_access,phi_rec_1675,1,1,1,2025-08-27T00:00:00,2025-09-04T00:00:00,benign
req_ben_43345,pat_1205,request_access,phi_rec_1205,1,1,1,2025-08-10T00:00:00,2025-08-27T00:00:00,benign
req_ben_27870,pat_990,request_access,phi_rec_990,1,1,0,2025-08-05T00:00:00,2025-08-20T00:00:00,benign
req_ben_46645,pat_933,request_access,phi_rec_933,0,0,1,2025-08-27T00:00:00,2025-09-04T00:00:00,benign
req_ben_3061,pat_24,request_access,phi_rec_24,1,0,0,2025-08-28T00:00:00,2025-09-19T00:00:00,benign
req_ben_27476,pat_1849,request_access,phi_rec_1849,1,1,1,2025-08-17T00:00:00,2025-08-29T00:00:00,benign
req_ben_43111,pat_794,request_access,phi_rec_794,0,1,0,2025-08-08T00:00:00,2025-08-09T00:00:00,benign
req_ben_11917,pat_1795,request_deactivation,phi_rec_1795,0,0,0,2025-08-22T00:00:00,2025-09-16T00:00:00,benign
req_ben_11161,pat_277,request_access,phi_rec_277,1,0,1,2025-08-08T00:00:00,2025-08-22T00:00:00,benign
req_ben_8382,pat_677,request_access,phi_rec_677,0,1,1,2025-08-07T00:00:00,2025-08-17T00:00:00,benign
req_ben_31961,pat_1535,request_deactivation,phi_rec_1535,0,0,0,2025-08-30T00:00:00,2025-09-24T00:00:00,benign
req_ben_13342,pat_455,request_access,phi_rec_455,0,1,0,2025-08-30T00:00:00,2025-09-14T00:00:00,benign
req_ben_23287,pat_574,request_access,phi_rec_574,0,1,1,2025-08-25T00:00:00,2025-08-28T00:00:00,benign
req_ben_38826,pat_409,request_access,phi_rec_409,0,1,1,2025-08-28T00:00:00,2025-09-01T00:00:00,benign
req_ben_8015,pat_560,request_access,phi_rec_560,0,1,0,2025-08-19T00:00:00,2025-08-26T00:00:00,benign
req_ben_43166,pat_1593,request_deactivation,phi_rec_1593,0,0,0,2025-08-06T00:00:00,2025-08-29T00:00:00,benign
req_ben_8783,pat_895,request_access,phi_rec_895,1,1,1,2025-08-25T00:00:00,2025-09-04T00:00:00,benign
req_ben_40908,pat_89,request_access,phi_rec_89,0,0,1,2025-08-10T00:00:00,2025-08-16T00:00:00,benign
req_ben_40692,pat_1915,request_access,phi_rec_1915,1,1,1,2025-08-09T00:00:00,2025-08-20T00:00:00,benign
req_ben_4372,pat_908,request_access,phi_rec_908,1,1,0,2025-08-09T00:00:00,2025-08-25T00:00:00,benign
req_ben_9198,pat_846,request_access,phi_rec_846,1,1,1,2025-08-07T00:00:00,2025-08-18T00:00:00,benign
req_ben_45510,pat_1750,request_deactivation,phi_rec_1750,0,0,0,2025-08-06T00:00:00,2025-08-14T00:00:00,benign
req_ben_4370,pat_459,request_access,phi_rec_459,0,1,1,2025-08-27T00:00:00,2025-09-10T00:00:00,benign
req_ben_12305,pat_1150,request_access,phi_rec_1150,0,1,1,2025-08-21T00:00:00,2025-09-03T00:00:00,benign
req_ben_16519,pat_1649,request_access,phi_rec_1649,1,1,1,2025-08-12T00:00:00,2025-08-23T00:00:00,benign
req_ben_2837,pat_930,request_access,phi_rec_930,1,1,0,2025-08-15T00:00:00,2025-09-07T00:00:00,benign
req_ben_27275,pat_618,request_access,phi_rec_618,0,1,0,2025-08-15T00:00:00,2025-08-19T00:00:00,benign
req_ben_36562,pat_1406,request_deactivation,phi_rec_1406,0,0,0,2025-08-09T00:00:00,2025-08-30T00:00:00,benign
req_ben_1792,pat_622,request_access,phi_rec_622,1,1,1,2025-08-17T00:00:00,2025-08-30T00:00:00,benign
req_ben_9728,pat_1705,request_access,phi_rec_1705,1,0,0,2025-08-20T00:00:00,2025-08-26T00:00:00,benign
req_ben_25134,pat_1763,request_access,phi_rec_1763,0,0,1,2025-08-20T00:00:00,2025-08-31T00:00:00,benign
req_ben_7871,pat_1242,request_access,phi_rec_1242,1,0,0,2025-08-18T00:00:00,2025-08-25T00:00:00,benign
req_ben_31372,pat_338,request_deactivation,phi_rec_338,0,0,0,2025-08-22T00:00:00,2025-08-25T00:00:00,benign
req_ben_44162,pat_578,request_access,phi_rec_578,0,1,1,2025-08-05T00:00:00,2025-08-24T00:00:00,benign
req_ben_8689,pat_814,request_access,phi_rec_814,1,1,0,2025-08-29T00:00:00,2025-09-19T00:00:00,benign
req_ben_7713,pat_1967,request_access,phi_rec_1967,0,1,1,2025-08-30T00:00:00,2025-09-06T00:00:00,benign
req_ben_21643,pat_106,request_access,phi_rec_106,1,1,1,2025-08-20T00:00:00,2025-09-12T00:00:00,benign
req_ben_19097,pat_1367,request_access,phi_rec_1367,1,0,0,2025-08-12T00:00:00,2025-08-22T00:00:00,benign
req_ben_8996,pat_1822,request_access,phi_rec_1822,1,1,1,2025-08-14T00:00:00,2025-08-20T00:00:00,benign
req_ben_16721,pat_672,request_deactivation,phi_rec_672,0,0,0,2025-08-29T00:00:00,2025-09-18T00:00:00,benign
req_ben_26140,pat_195,request_access,phi_rec_195,0,1,1,2025-08-03T00:00:00,2025-08-11T00:00:00,benign
req_vio_2137,pat_43,request_deactivation,phi_rec_43,0,0,0,2025-02-15T00:00:00,,violation_gdpr_art17
req_ben_4386,pat_1391,request_access,phi_rec_1391,1,1,0,2025-08-11T00:00:00,2025-08-12T00:00:00,benign
req_ben_24380,pat_1819,request_access,phi_rec_1819,0,1,0,2025-08-26T00:00:00,2025-08-29T00:00:00,benign
req_ben_5106,pat_627,request_deactivation,phi_rec_627,0,0,0,2025-08-26T00:00:00,2025-09-16T00:00:00,benign
req_ben_43209,pat_211,request_access,phi_rec_211,1,0,1,2025-08-21T00:00:00,2025-09-10T00:00:00,benign
req_ben_44656,pat_1136,request_access,phi_rec_1136,1,1,1,2025-08-30T00:00:00,2025-09-20T00:00:00,benign
req_ben_39893,pat_1617,request_access,phi_rec_1617,1,1,1,2025-08-30T00:00:00,2025-09-17T00:00:00,benign
req_ben_37610,pat_1229,request_deactivation,phi_rec_1229,0,0,0,2025-08-29T00:00:00,2025-09-08T00:00:00,benign
req_ben_12698,pat_1610,request_access,phi_rec_1610,1,0,1,2025-08-04T00:00:00,2025-08-08T00:00:00,benign
req_ben_6232,pat_1336,request_access,phi_rec_1336,1,0,0,2025-08-25T00:00:00,2025-09-16T00:00:00,benign
req_ben_37397,pat_454,request_deactivation,phi_rec_454,0,0,0,2025-08-09T00:00:00,2025-08-28T00:00:00,benign
req_ben_23145,pat_533,request_access,phi_rec_533,1,1,1,2025-08-30T00:00:00,2025-09-14T00:00:00,benign
req_ben_1666,pat_256,request_deactivation,phi_rec_256,0,0,0,2025-08-29T00:00:00,2025-09-22T00:00:00,benign
req_ben_41070,pat_1885,request_access,phi_rec_1885,0,1,1,2025-08-23T00:00:00,2025-09-03T00:00:00,benign
req_ben_25843,pat_1941,request_access,phi_rec_1941,1,0,1,2025-08-05T00:00:00,2025-08-26T00:00:00,benign
req_vio_1981,pat_532,request_deactivation,phi_rec_532,0,0,0,2025-02-14T00:00:00,,violation_gdpr_art17
req_ben_47144,pat_1656,request_deactivation,phi_rec_1656,0,0,0,2025-08-10T00:00:00,2025-08-27T00:00:00,benign
req_ben_24750,pat_799,request_access,phi_rec_799,1,1,0,2025-08-20T00:00:00,2025-08-28T00:00:00,benign
req_ben_37162,pat_394,request_deactivation,phi_rec_394,0,0,0,2025-08-19T00:00:00,2025-09-08T00:00:00,benign
req_ben_41406,pat_974,request_access,phi_rec_974,0,1,1,2025-08-29T00:00:00,2025-09-18T00:00:00,benign
req_ben_25823,pat_1693,request_access,phi_rec_1693,1,1,1,2025-08-29T00:00:00,2025-09-02T00:00:00,benign
req_ben_37413,pat_649,request_access,phi_rec_649,0,1,1,2025-08-10T00:00:00,2025-08-25T00:00:00,benign
req_ben_1342,pat_1736,request_access,phi_rec_1736,1,1,0,2025-08-27T00:00:00,2025-09-08T00:00:00,benign
req_ben_37239,pat_1984,request_access,phi_rec_1984,1,0,1,2025-08-22T00:00:00,2025-09-12T00:00:00,benign
req_ben_10905,pat_1544,request_deactivation,phi_rec_1544,0,0,0,2025-08-08T00:00:00,2025-08-16T00:00:00,benign
req_ben_38053,pat_952,request_access,phi_rec_952,1,1,0,2025-08-08T00:00:00,2025-08-16T00:00:00,benign
req_vio_972,pat_1743,request_access,phi_rec_1743,0,1,0,2025-05-17T00:00:00,,violation_gdpr_art15
req_ben_38313,pat_1774,request_access,phi_rec_1774,1,0,0,2025-08-04T00:00:00,2025-08-06T00:00:00,benign
req_ben_41651,pat_1032,request_access,phi_rec_1032,0,1,0,2025-08-09T00:00:00,2025-08-29T00:00:00,benign
req_ben_34424,pat_1619,request_access,phi_rec_1619,1,0,0,2025-08-06T00:00:00,2025-08-25T00:00:00,benign
req_ben_1836,pat_359,request_access,phi_rec_359,1,1,1,2025-08-15T00:00:00,2025-08-27T00:00:00,benign
req_ben_912,pat_1757,request_access,phi_rec_1757,1,1,0,2025-08-09T00:00:00,2025-08-13T00:00:00,benign
req_ben_19792,pat_943,request_access,phi_rec_943,1,1,0,2025-08-14T00:00:00,2025-09-03T00:00:00,benign
req_ben_29660,pat_282,request_deactivation,phi_rec_282,0,0,0,2025-08-13T00:00:00,2025-08-26T00:00:00,benign
req_ben_38293,pat_1316,request_access,phi_rec_1316,1,0,0,2025-08-09T00:00:00,2025-08-31T00:00:00,benign
req_ben_22952,pat_1678,request_access,phi_rec_1678,1,0,1,2025-08-24T00:00:00,2025-09-05T00:00:00,benign
req_ben_34234,pat_1462,request_access,phi_rec_1462,0,1,1,2025-08-23T00:00:00,2025-09-04T00:00:00,benign
req_ben_43958,pat_1485,request_access,phi_rec_1485,1,0,1,2025-08-30T00:00:00,2025-09-24T00:00:00,benign
req_ben_38358,pat_336,request_deactivation,phi_rec_336,0,0,0,2025-08-05T00:00:00,2025-08-17T00:00:00,benign
req_ben_2339,pat_767,request_access,phi_rec_767,1,1,0,2025-08-30T00:00:00,2025-08-31T00:00:00,benign
req_ben_43705,pat_1840,request_access,phi_rec_1840,1,1,0,2025-08-02T00:00:00,2025-08-17T00:00:00,benign
req_ben_40384,pat_1568,request_access,phi_rec_1568,1,1,1,2025-08-08T00:00:00,2025-08-30T00:00:00,benign
req_ben_30644,pat_1683,request_access,phi_rec_1683,1,1,1,2025-08-15T00:00:00,2025-08-30T00:00:00,benign
req_ben_18493,pat_1312,request_access,phi_rec_1312,1,1,1,2025-08-28T00:00:00,2025-08-30T00:00:00,benign
req_ben_45697,pat_1529,request_access,phi_rec_1529,0,1,1,2025-08-09T00:00:00,2025-08-22T00:00:00,benign
req_ben_4540,pat_1115,request_access,phi_rec_1115,0,0,1,2025-08-30T00:00:00,2025-09-01T00:00:00,benign
req_ben_14035,pat_1568,request_deactivation,phi_rec_1568,0,0,0,2025-08-11T00:00:00,2025-08-28T00:00:00,benign
req_ben_1810,pat_664,request_access,phi_rec_664,1,0,1,2025-08-10T00:00:00,2025-08-14T00:00:00,benign
req_vio_2350,pat_121,request_access,phi_rec_121,1,1,1,2025-04-09T00:00:00,,violation_gdpr_art15
req_ben_41248,pat_665,request_deactivation,phi_rec_665,0,0,0,2025-08-10T00:00:00,2025-09-03T00:00:00,benign
req_ben_45104,pat_1181,request_deactivation,phi_rec_1181,0,0,0,2025-08-05T00:00:00,2025-08-15T00:00:00,benign
req_ben_37028,pat_1942,request_access,phi_rec_1942,1,1,0,2025-08-26T00:00:00,2025-09-04T00:00:00,benign
req_vio_2446,pat_1489,request_access,phi_rec_1489,0,1,1,2025-04-01T00:00:00,,violation_gdpr_art15
req_ben_17675,pat_1377,request_access,phi_rec_1377,1,0,0,2025-08-26T00:00:00,2025-09-15T00:00:00,benign
req_ben_29665,pat_281,request_deactivation,phi_rec_281,0,0,0,2025-08-28T00:00:00,2025-09-08T00:00:00,benign
req_ben_38613,pat_1095,request_deactivation,phi_rec_1095,0,0,0,2025-08-21T00:00:00,2025-09-14T00:00:00,benign
req_ben_29740,pat_1847,request_deactivation,phi_rec_1847,0,0,0,2025-08-29T00:00:00,2025-09-13T00:00:00,benign
req_ben_28057,pat_1112,request_access,phi_rec_1112,1,1,1,2025-08-17T00:00:00,2025-08-29T00:00:00,benign
req_ben_31877,pat_15,request_deactivation,phi_rec_15,0,0,0,2025-08-02T00:00:00,2025-08-07T00:00:00,benign
req_ben_27949,pat_529,request_access,phi_rec_529,0,1,1,2025-08-08T00:00:00,2025-08-10T00:00:00,benign
req_ben_14907,pat_258,request_access,phi_rec_258,1,1,1,2025-08-28T00:00:00,2025-08-31T00:00:00,benign
req_vio_1809,pat_1278,request_deactivation,phi_rec_1278,0,0,0,2025-07-07T00:00:00,,violation_gdpr_art17
req_ben_21393,pat_426,request_access,phi_rec_426,0,0,1,2025-08-18T00:00:00,2025-09-08T00:00:00,benign
req_ben_43473,pat_398,request_access,phi_rec_398,1,1,1,2025-08-20T00:00:00,2025-09-05T00:00:00,benign
req_ben_3301,pat_1018,request_access,phi_rec_1018,1,0,1,2025-08-18T00:00:00,2025-08-29T00:00:00,benign
req_ben_32369,pat_1451,request_access,phi_rec_1451,1,0,0,2025-08-11T00:00:00,2025-08-20T00:00:00,benign
req_ben_33248,pat_499,request_access,phi_rec_499,1,1,1,2025-08-05T00:00:00,2025-08-23T00:00:00,benign
req_ben_21477,pat_993,request_deactivation,phi_rec_993,0,0,0,2025-08-11T00:00:00,2025-09-05T00:00:00,benign
req_ben_5667,pat_1013,request_access,phi_rec_1013,0,1,1,2025-08-04T00:00:00,2025-08-28T00:00:00,benign
req_ben_22748,pat_1625,request_access,phi_rec_1625,1,1,0,2025-08-06T00:00:00,2025-08-24T00:00:00,benign
req_ben_8999,pat_211,request_access,phi_rec_211,1,1,1,2025-08-04T00:00:00,2025-08-20T00:00:00,benign
req_ben_16149,pat_1597,request_access,phi_rec_1597,1,0,0,2025-08-20T00:00:00,2025-09-07T00:00:00,benign
req_ben_13711,pat_782,request_access,phi_rec_782,1,1,1,2025-08-16T00:00:00,2025-08-25T00:00:00,benign
req_vio_250,pat_9,request_access,phi_rec_9,0,1,1,2025-05-23T00:00:00,,violation_gdpr_art15
req_ben_15402,pat_1222,request_access,phi_rec_1222,1,1,1,2025-08-09T00:00:00,2025-08-18T00:00:00,benign
req_ben_37315,pat_1441,request_deactivation,phi_rec_1441,0,0,0,2025-08-28T00:00:00,2025-08-31T00:00:00,benign
req_ben_28071,pat_1315,request_deactivation,phi_rec_1315,0,0,0,2025-08-15T00:00:00,2025-09-06T00:00:00,benign
