log_id,principal,action,resource,lab_result,clinical_note,billing_info,purpose,timestamp,label
log_45,doc_8,read_phi,phi_rec_655,1,1,0,diagnosis,2025-06-03T04:28:19,benign
log_46,doc_46,read_phi,phi_rec_1744,0,0,0,billing,2025-03-12T13:06:02,benign
log_47,bclerk_13,read_phi,phi_rec_676,0,0,1,billing,2025-06-26T00:17:30,benign
log_48,doc_18,read_phi,phi_rec_886,1,0,0,research,2025-06-23T16:43:24,benign
log_49,doc_49,read_phi,phi_rec_869,0,0,0,billing,2025-01-06T17:23:46,benign
log_50,doc_38,read_phi,phi_rec_1138,1,1,0,diagnosis,2025-06-20T03:46:47,benign
log_51,doc_16,read_phi,phi_rec_922,1,1,0,research,2025-04-01T06:01:34,benign
log_52,bclerk_8,read_phi,phi_rec_514,1,0,0,billing,2025-06-29T18:38:15,violation_hipaa_min_necessary
log_53,doc_42,read_phi,phi_rec_1358,0,0,0,marketing,2025-06-15T01:29:34,benign
log_54,bclerk_2,read_phi,phi_rec_1500,0,0,1,billing,2025-08-24T01:57:39,benign
log_55,doc_26,read_phi,phi_rec_826,0,0,0,billing,2025-03-28T23:20:27,benign
log_56,bclerk_5,read_phi,phi_rec_533,0,0,1,billing,2025-04-02T08:42:06,benign
log_57,doc_20,read_phi,phi_rec_545,0,0,0,marketing,2025-07-17T05:07:03,benign
log_58,bclerk_9,read_phi,phi_rec_1400,0,0,1,billing,2025-07-14T00:22:57,benign
log_59,doc_16,read_phi,phi_rec_1453,0,0,0,marketing,2025-04-10T13:28:34,benign
log_60,doc_44,read_phi,phi_rec_1509,1,1,0,research,2025-05-24T11:23:54,benign
log_61,bclerk_3,read_phi,phi_rec_438,0,0,1,billing,2025-08-19T14:49:36,benign
log_62,doc_6,read_phi,phi_rec_75,0,0,0,billing,2025-06-03T04:29:08,benign
log_63,doc_38,read_phi,phi_rec_1838,0,0,0,billing,2025-08-05T13:20:29,benign
log_64,doc_9,read_phi,phi_rec_456,1,1,0,research,2025-02-04T22:20:01,benign
log_65,doc_29,read_phi,phi_rec_205,0,1,0,research,2025-03-08T19:41:58,benign
log_66,doc_45,read_phi,phi_rec_1974,1,1,0,diagnosis,2025-05-20T06:56:40,benign
log_67,bclerk_0,read_phi,phi_rec_727,0,0,1,marketing,2025-02-12T00:13:57,violation_gdpr_art18
log_68,doc_41,read_phi,phi_rec_1048,1,1,0,diagnosis,2025-08-15T18:53:33,benign
log_69,doc_39,read_phi,phi_rec_192,1,1,0,research,2025-07-07T08:44:21,benign
log_70,doc_32,read_phi,phi_rec_1816,0,0,0,billing,2025-04-10T10:08:03,benign
log_71,doc_5,read_phi,phi_rec_106,0,0,0,billing,2025-07-29T18:00:16,benign
log_72,bclerk_0,read_phi,phi_rec_387,0,0,1,billing,2025-01-08T00:38:04,benign
log_73,doc_18,read_phi,phi_rec_791,1,1,0,research,2025-07-28T19:00:25,benign
log_74,bclerk_13,read_phi,phi_rec_828,0,0,1,billing,2025-02-14T08:57:38,benign
log_75,doc_2,read_phi,phi_rec_381,1,1,0,diagnosis,2025-07-10T23:09:42,benign
log_76,bclerk_7,read_phi,phi_rec_1649,0,0,1,billing,2025-04-30T07:39:10,benign
log_77,doc_45,read_phi,phi_rec_1650,0,0,0,billing,2025-03-13T05:12:30,benign
log_78,doc_14,read_phi,phi_rec_158,0,1,0,diagnosis,2025-05-31T22:28:52,benign
log_79,doc_2,read_phi,phi_rec_381,1,1,0,diagnosis,2025-07-19T09:44:25,benign
log_80,bclerk_1,read_phi,phi_rec_424,1,0,0,billing,2025-03-06T19:08:51,violation_hipaa_min_necessary
log_81,doc_34,read_phi,phi_rec_393,0,1,0,research,2025-02-15T17:18:15,benign
log_82,bclerk_9,read_phi,phi_rec_1082,0,0,1,billing,2025-07-04T22:36:19,benign
log_83,doc_9,read_phi,phi_rec_246,1,1,0,diagnosis,2025-06-11T02:45:33,benign
log_84,doc_20,read_phi,phi_rec_332,0,0,0,marketing,2025-06-26T09:03:46,benign
log_85,bclerk_14,read_phi,phi_rec_655,0,0,1,billing,2025-08-24T14:40:10,benign
log_86,doc_3,read_phi,phi_rec_1006,0,0,0,billing,2025-08-15T14:39:39,benign
log_87,doc_26,read_phi,phi_rec_728,1,1,0,diagnosis,2025-06-07T17:51:21,benign
log_88,bclerk_1,read_phi,phi_rec_1943,0,0,1,billing,2025-06-07T10:59:14,benign
log_89,doc_10,read_phi,phi_rec_1930,1,0,0,research,2025-06-23T21:22:49,benign
log_90,doc_18,read_phi,phi_rec_1482,0,0,0,billing,2025-08-29T09:53:31,benign
log_91,doc_22,read_phi,phi_rec_932,1,1,0,diagnosis,2025-05-29T17:09:30,benign
log_92,doc_44,read_phi,phi_rec_1255,0,1,0,diagnosis,2025-04-25T03:12:43,violation_hipaa_auth
log_93,doc_27,read_phi,phi_rec_191,0,1,0,diagnosis,2025-03-26T15:01:27,benign
log_94,doc_9,read_phi,phi_rec_1951,0,1,0,diagnosis,2025-05-10T22:16:34,benign
log_95,doc_22,read_phi,phi_rec_1531,0,0,0,billing,2025-03-14T09:20:28,benign
log_96,doc_44,read_phi,phi_rec_625,0,1,0,research,2025-07-12T11:22:01,violation_hipaa_auth
log_97,doc_21,read_phi,phi_rec_1518,0,1,0,research,2025-07-13T05:24:46,benign
log_98,doc_39,read_phi,phi_rec_410,1,1,0,research,2025-05-09T01:26:51,benign
log_99,doc_23,read_phi,phi_rec_787,0,0,0,billing,2025-05-29T10:58:03,benign
log_100,doc_23,read_phi,phi_rec_1817,1,0,0,research,2025-03-24T17:18:00,benign
log_101,doc_27,read_phi,phi_rec_1659,0,0,0,marketing,2025-07-17T20:55:15,benign
log_102,doc_45,read_phi,phi_rec_1260,0,0,0,diagnosis,2025-01-19T00:26:57,benign
log_103,bclerk_7,read_phi,phi_rec_1385,0,0,1,billing,2025-04-22T18:42:24,benign
log_104,doc_35,read_phi,phi_rec_40,1,1,0,research,2025-03-09T17:15:36,benign
log_105,doc_44,read_phi,phi_rec_1834,1,1,0,diagnosis,2025-05-08T18:22:11,benign
log_106,doc_12,read_phi,phi_rec_343,0,0,0,billing,2025-05-05T22:04:41,benign
log_107,bclerk_9,read_phi,phi_rec_90,0,0,1,billing,2025-08-19T18:58:19,benign
log_108,doc_1,read_phi,phi_rec_1378,0,0,0,billing,2025-06-26T06:33:27,benign
log_109,bclerk_7,read_phi,phi_rec_762,0,0,1,billing,2025-08-03T09:03:30,benign
log_110,doc_31,read_phi,phi_rec_74,1,0,0,research,2025-05-31T05:55:37,benign
log_111,doc_28,read_phi,phi_rec_287,1,1,0,research,2025-05-17T02:31:49,benign
log_112,doc_38,read_phi,phi_rec_230,1,0,0,diagnosis,2025-03-08T08:01:58,benign
log_113,doc_13,read_phi,phi_rec_885,0,0,0,marketing,2025-01-22T13:03:42,benign
log_114,doc_12,read_phi,phi_rec_1710,1,1,0,diagnosis,2025-07-06T09:21:17,benign
log_115,doc_49,read_phi,phi_rec_615,0,1,0,research,2025-01-04T23:54:15,benign
log_116,doc_19,read_phi,phi_rec_720,1,1,0,diagnosis,2025-02-24T17:35:19,benign
log_117,bclerk_11,read_phi,phi_rec_27,0,0,1,billing,2025-07-29T18:08:27,benign
log_118,doc_25,read_phi,phi_rec_1730,1,1,0,research,2025-08-26T06:25:03,benign
log_119,doc_44,read_phi,phi_rec_495,0,0,0,billing,2025-06-08T12:20:46,benign
log_120,doc_34,read_phi,phi_rec_1598,1,1,0,diagnosis,2025-08-04T11:27:59,benign
log_121,doc_46,read_phi,phi_rec_1456,1,1,0,research,2025-02-03T14:36:24,benign
log_122,doc_29,read_phi,phi_rec_1177,0,0,0,research,2025-01-19T16:19:19,benign
log_123,doc_16,read_phi,phi_rec_1159,0,0,0,billing,2025-06-26T09:48:30,benign
log_124,doc_8,read_phi,phi_rec_421,1,0,0,research,2025-04-03T22:54:40,benign
log_125,doc_35,read_phi,phi_rec_247,0,0,0,billing,2025-08-07T14:22:04,benign
log_126,doc_35,read_phi,phi_rec_1213,0,0,0,marketing,2025-07-16T08:29:26,benign
log_127,bclerk_11,read_phi,phi_rec_669,0,0,1,billing,2025-04-12T06:50:30,benign
log_128,doc_5,read_phi,phi_rec_702,0,1,0,billing,2025-06-26T23:00:20,violation_hipaa_auth
log_129,doc_35,read_phi,phi_rec_420,0,0,0,billing,2025-02-25T21:17:18,benign
log_130,doc_8,read_phi,phi_rec_258,0,0,0,marketing,2025-05-02T18:58:11,benign
log_131,doc_9,read_phi,phi_rec_67,0,0,0,billing,2025-08-12T07:01:41,benign
log_132,doc_30,read_phi,phi_rec_197,0,1,0,research,2025-06-03T10:18:39,violation_hipaa_auth
log_133,doc_41,read_phi,phi_rec_1832,0,0,0,billing,2025-04-28T16:40:28,benign
log_134,doc_25,read_phi,phi_rec_1661,1,1,0,diagnosis,2025-03-31T21:15:18,benign
log_135,doc_45,read_phi,phi_rec_61,1,1,0,diagnosis,2025-08-21T12:14:24,benign
log_136,doc_16,read_phi,phi_rec_744,1,0,0,research,2025-01-16T03:22:51,benign
log_137,doc_33,read_phi,phi_rec_924,1,1,0,research,2025-03-18T16:38:50,benign
log_138,doc_8,read_phi,phi_rec_1736,1,0,0,research,2025-01-29T22:20:02,violation_gdpr_art18
log_139,doc_13,read_phi,phi_rec_1391,1,0,0,diagnosis,2025-01-04T01:29:50,benign
log_140,bclerk_14,read_phi,phi_rec_557,0,0,1,billing,2025-08-07T04:13:25,benign
log_141,doc_8,read_phi,phi_rec_974,1,1,0,diagnosis,2025-01-09T10:15:16,benign
log_142,doc_32,read_phi,phi_rec_1292,0,0,0,billing,2025-07-21T15:15:14,benign
log_143,doc_5,read_phi,phi_rec_1090,0,1,0,diagnosis,2025-02-01T18:35:15,benign
log_144,doc_23,read_phi,phi_rec_418,1,1,0,research,2025-04-06T09:27:38,benign
log_145,doc_5,read_phi,phi_rec_1704,0,0,0,billing,2025-05-28T05:17:47,benign
log_146,bclerk_9,read_phi,phi_rec_275,0,0,1,billing,2025-07-29T21:22:02,benign
log_147,doc_11,read_phi,phi_rec_1914,0,1,0,diagnosis,2025-03-12T07:36:09,violation_hipaa_auth
log_148,doc_43,read_phi,phi_rec_219,1,0,0,research,2025-02-14T14:47:02,benign
log_149,doc_8,read_phi,phi_rec_1288,1,1,0,research,2025-07-12T17:54:55,benign
log_150,bclerk_4,read_phi,phi_rec_62,1,0,0,billing,2025-04-29T10:57:40,violation_hipaa_min_necessary
log_151,doc_20,read_phi,phi_rec_742,1,0,0,diagnosis,2025-07-17T19:15:59,benign
log_152,doc_4,read_phi,phi_rec_587,1,1,0,diagnosis,2025-01-25T13:56:47,benign
log_153,doc_49,read_phi,phi_rec_615,1,1,0,diagnosis,2025-04-29T02:35:07,benign
log_154,doc_11,read_phi,phi_rec_1911,0,0,0,marketing,2025-05-08T19:16:09,benign
log_155,doc_23,read_phi,phi_rec_1707,0,0,0,marketing,2025-07-08T17:28:57,benign
log_156,doc_46,read_phi,phi_rec_425,0,0,0,marketing,2025-03-03T22:00:34,benign
log_157,doc_9,read_phi,phi_rec_1372,1,0,0,diagnosis,2025-07-21T17:03:33,benign
log_158,bclerk_0,read_phi,phi_rec_949,0,0,1,billing,2025-07-27T07:48:54,benign
log_159,doc_49,read_phi,phi_rec_221,1,1,0,research,2025-08-13T06:16:57,benign
log_160,doc_3,read_phi,phi_rec_1837,1,1,0,diagnosis,2025-07-12T03:20:06,benign
log_161,doc_42,read_phi,phi_rec_1726,1,1,0,diagnosis,2025-07-29T22:27:23,benign
log_162,doc_39,read_phi,phi_rec_192,1,1,0,diagnosis,2025-02-12T13:39:25,benign
log_163,bclerk_8,read_phi,phi_rec_1146,0,0,1,billing,2025-01-22T20:08:45,benign
log_164,doc_28,read_phi,phi_rec_287,1,1,0,diagnosis,2025-08-24T14:07:10,benign
log_165,doc_8,read_phi,phi_rec_1721,1,1,0,diagnosis,2025-04-05T05:00:27,benign
log_166,bclerk_8,read_phi,phi_rec_653,0,0,1,billing,2025-08-16T18:35:49,benign
log_167,doc_40,read_phi,phi_rec_1313,0,0,0,billing,2025-01-17T04:12:06,benign
log_168,doc_24,read_phi,phi_rec_1940,0,0,0,marketing,2025-04-28T11:24:13,benign
log_169,doc_20,read_phi,phi_rec_317,0,1,0,diagnosis,2025-04-29T17:31:05,benign
log_170,doc_46,read_phi,phi_rec_1304,1,0,0,diagnosis,2025-04-16T13:35:56,benign
log_171,doc_14,read_phi,phi_rec_1272,0,0,0,billing,2025-01-05T15:56:04,benign
log_172,doc_32,read_phi,phi_rec_5,0,0,0,billing,2025-04-27T10:53:08,benign
log_173,doc_24,read_phi,phi_rec_273,1,1,0,research,2025-08-17T05:51:52,benign
log_174,doc_24,read_phi,phi_rec_617,1,1,0,diagnosis,2025-08-25T11:13:13,benign
log_175,doc_25,read_phi,phi_rec_434,1,1,0,diagnosis,2025-03-20T06:07:08,benign
log_176,doc_32,read_phi,phi_rec_1816,0,0,0,marketing,2025-06-24T23:50:17,benign
log_177,bclerk_9,read_phi,phi_rec_1054,0,0,1,billing,2025-06-23T07:06:02,benign
log_178,bclerk_1,read_phi,phi_rec_859,0,0,1,billing,2025-03-28T04:00:44,benign
log_179,doc_44,read_phi,phi_rec_448,1,0,0,diagnosis,2025-02-21T14:05:18,benign
log_180,doc_5,read_phi,phi_rec_1704,0,0,0,billing,2025-03-04T05:18:55,benign
log_181,doc_2,read_phi,phi_rec_701,0,0,0,billing,2025-05-31T08:35:47,benign
log_182,doc_33,read_phi,phi_rec_1574,0,0,0,billing,2025-05-21T15:09:31,benign
log_183,doc_27,read_phi,phi_rec_1247,1,1,0,diagnosis,2025-08-27T11:38:11,benign
log_184,doc_22,read_phi,phi_rec_878,0,0,0,billing,2025-08-13T17:36:38,benign
log_185,doc_35,read_phi,phi_rec_792,0,0,0,billing,2025-04-17T04:04:19,benign
log_186,doc_29,read_phi,phi_rec_1447,0,0,0,research,2025-08-15T02:44:27,benign
log_187,doc_38,read_phi,phi_rec_85,0,0,0,billing,2025-06-19T03:37:35,benign
log_188,doc_2,read_phi,phi_rec_1150,0,0,0,billing,2025-07-31T23:47:49,benign
log_189,doc_29,read_phi,phi_rec_1177,0,0,0,marketing,2025-03-16T20:23:40,benign
log_190,doc_16,read_phi,phi_rec_941,0,0,0,billing,2025-07-05T09:47:51,benign
log_191,doc_3,read_phi,phi_rec_646,0,0,0,marketing,2025-06-03T01:16:07,benign
log_192,bclerk_1,read_phi,phi_rec_556,0,0,1,billing,2025-02-23T09:46:25,benign
log_193,doc_18,read_phi,phi_rec_953,0,0,0,marketing,2025-02-15T10:38:43,benign
log_194,bclerk_10,read_phi,phi_rec_1510,0,0,1,billing,2025-04-01T22:48:47,benign
log_195,doc_45,read_phi,phi_rec_903,0,0,0,marketing,2025-03-24T10:35:16,benign
log_196,bclerk_11,read_phi,phi_rec_1474,0,0,1,billing,2025-06-24T12:22:33,benign
log_197,doc_22,read_phi,phi_rec_1498,0,0,0,billing,2025-06-24T11:40:31,benign
log_198,doc_47,read_phi,phi_rec_1082,0,0,0,billing,2025-02-14T04:49:26,benign
log_199,doc_10,read_phi,phi_rec_1656,0,0,0,billing,2025-03-26T00:05:13,benign
log_200,bclerk_7,read_phi,phi_rec_910,0,0,1,billing,2025-06-26T08:54:42,benign
log_201,bclerk_10,read_phi,phi_rec_1474,0,0,1,billing,2025-07-26T01:23:52,benign
log_202,doc_26,read_phi,phi_rec_640,0,0,0,marketing,2025-03-08T06:24:18,benign
log_203,doc_7,read_phi,phi_rec_1866,1,1,0,diagnosis,2025-06-15T12:09:59,benign
log_204,bclerk_1,read_phi,phi_rec_1735,0,0,1,billing,2025-05-19T17:32:16,benign
log_205,doc_6,read_phi,phi_rec_1212,1,1,0,diagnosis,2025-01-20T18:09:27,benign
log_206,doc_47,read_phi,phi_rec_382,0,0,0,marketing,2025-05-25T07:07:00,benign
log_207,doc_43,read_phi,phi_rec_115,1,1,0,research,2025-08-24T09:55:25,benign
log_208,doc_18,read_phi,phi_rec_1464,1,0,0,research,2025-07-28T03:00:02,benign
log_209,doc_43,read_phi,phi_rec_236,1,1,0,diagnosis,2025-07-28T07:50:34,benign
log_210,doc_24,read_phi,phi_rec_1948,1,1,0,diagnosis,2025-07-01T14:29:12,benign
log_211,doc_16,read_phi,phi_rec_212,0,0,0,billing,2025-06-27T22:59:23,benign
log_212,doc_46,read_phi,phi_rec_1304,0,0,0,billing,2025-03-28T08:45:36,benign
log_213,bclerk_6,read_phi,phi_rec_1118,0,0,1,billing,2025-05-23T02:19:55,benign
log_214,doc_38,read_phi,phi_rec_1223,0,0,0,marketing,2025-01-14T20:17:45,benign
log_215,doc_27,read_phi,phi_rec_1550,0,0,0,billing,2025-01-25T18:39:51,benign
log_216,doc_17,read_phi,phi_rec_119,0,0,0,marketing,2025-05-16T15:24:30,benign
log_217,doc_42,read_phi,phi_rec_1388,0,0,0,marketing,2025-04-14T01:14:55,benign
log_218,doc_10,read_phi,phi_rec_949,1,0,0,diagnosis,2025-05-02T14:56:09,benign
log_219,bclerk_3,read_phi,phi_rec_1968,0,0,1,billing,2025-05-15T10:54:18,benign
log_220,bclerk_9,read_phi,phi_rec_295,0,0,1,billing,2025-05-05T17:49:48,benign
log_221,doc_43,read_phi,phi_rec_1972,0,0,0,marketing,2025-04-25T08:36:49,benign
log_222,doc_26,read_phi,phi_rec_1969,0,1,0,diagnosis,2025-02-11T07:19:31,benign
log_223,bclerk_0,read_phi,phi_rec_1676,0,0,1,billing,2025-07-16T23:01:54,benign
log_224,doc_21,read_phi,phi_rec_453,0,0,0,marketing,2025-07-16T02:11:48,benign
log_225,doc_40,read_phi,phi_rec_1100,0,0,0,marketing,2025-02-22T16:01:01,benign
log_226,doc_15,read_phi,phi_rec_1789,0,0,0,billing,2025-07-10T19:39:33,benign
log_227,bclerk_14,read_phi,phi_rec_1330,0,0,1,billing,2025-02-15T15:41:27,benign
log_228,doc_28,read_phi,phi_rec_1195,0,0,0,billing,2025-03-11T13:16:01,benign
log_229,doc_43,read_phi,phi_rec_1018,0,0,0,billing,2025-07-23T13:08:57,benign
log_230,doc_25,read_phi,phi_rec_923,0,0,0,marketing,2025-06-25T19:13:21,benign
log_231,bclerk_4,read_phi,phi_rec_548,0,0,1,billing,2025-01-19T10:10:01,benign
log_232,doc_8,read_phi,phi_rec_3,0,1,0,billing,2025-05-12T06:35:23,violation_hipaa_auth
log_233,doc_41,read_phi,phi_rec_1997,1,1,0,research,2025-01-15T08:56:03,benign
log_234,doc_11,read_phi,phi_rec_1235,0,0,0,billing,2025-02-18T14:04:29,benign
log_235,doc_30,read_phi,phi_rec_215,0,0,0,marketing,2025-02-24T01:34:32,benign
log_236,doc_0,read_phi,phi_rec_470,1,1,0,diagnosis,2025-03-18T22:26:42,benign
log_237,doc_46,read_phi,phi_rec_1066,0,0,0,billing,2025-06-24T16:29:51,benign
log_238,doc_19,read_phi,phi_rec_1323,0,0,0,billing,2025-05-09T13:33:09,benign
log_239,doc_40,read_phi,phi_rec_1578,0,0,0,marketing,2025-02-21T08:35:12,benign
log_240,doc_46,read_phi,phi_rec_1456,1,1,0,research,2025-07-14T01:24:58,benign
log_241,doc_36,read_phi,phi_rec_1941,1,0,0,research,2025-02-21T20:09:42,benign
log_242,bclerk_6,read_phi,phi_rec_1082,0,0,1,billing,2025-07-20T17:43:17,benign
log_243,bclerk_5,read_phi,phi_rec_1580,0,0,1,billing,2025-03-09T10:36:53,benign
log_244,doc_47,read_phi,phi_rec_1455,0,0,0,marketing,2025-02-16T07:38:57,benign
log_245,doc_43,read_phi,phi_rec_339,0,0,0,billing,2025-07-30T04:43:45,benign
log_246,doc_49,read_phi,phi_rec_1297,0,0,0,marketing,2025-08-28T15:57:04,benign
log_247,doc_18,read_phi,phi_rec_1240,1,1,0,diagnosis,2025-06-18T17:34:59,benign
log_248,doc_25,read_phi,phi_rec_1923,0,0,0,billing,2025-07-14T00:47:02,benign
log_249,doc_39,read_phi,phi_rec_1445,0,0,0,billing,2025-02-10T15:37:24,benign
log_250,doc_16,read_phi,phi_rec_20,0,0,0,marketing,2025-05-15T16:21:50,benign
log_251,doc_19,read_phi,phi_rec_428,0,0,0,billing,2025-01-06T19:26:41,benign
log_252,doc_45,read_phi,phi_rec_1974,0,0,0,billing,2025-08-07T12:11:39,benign
log_253,bclerk_0,read_phi,phi_rec_1015,0,0,1,billing,2025-07-25T08:54:43,benign
log_254,doc_19,read_phi,phi_rec_566,1,1,0,research,2025-06-25T18:23:56,benign
log_255,bclerk_14,read_phi,phi_rec_1711,0,0,1,billing,2025-07-04T04:31:22,benign
log_256,doc_43,read_phi,phi_rec_480,0,0,0,billing,2025-08-09T20:27:26,benign
log_257,doc_41,read_phi,phi_rec_1124,0,0,0,billing,2025-03-10T18:53:21,benign
log_258,doc_28,read_phi,phi_rec_1647,0,0,0,marketing,2025-06-03T16:49:54,benign
log_259,bclerk_3,read_phi,phi_rec_800,0,0,1,billing,2025-04-19T08:10:39,benign
log_260,doc_47,read_phi,phi_rec_1535,1,1,0,diagnosis,2025-07-11T14:51:51,benign
log_261,doc_11,read_phi,phi_rec_1950,0,0,0,marketing,2025-08-23T04:29:15,benign
log_262,doc_47,read_phi,phi_rec_930,0,1,0,research,2025-08-20T17:50:20,benign
log_263,doc_11,read_phi,phi_rec_1950,0,0,0,billing,2025-08-06T20:10:05,benign
log_264,doc_43,read_phi,phi_rec_107,1,1,0,research,2025-07-02T12:38:02,benign
log_265,doc_22,read_phi,phi_rec_639,0,0,0,billing,2025-04-12T06:22:09,benign
log_266,bclerk_10,read_phi,phi_rec_1907,0,0,1,billing,2025-02-14T21:27:25,benign
log_267,doc_16,read_phi,phi_rec_1337,1,0,0,research,2025-03-24T07:10:07,violation_gdpr_art18
log_268,doc_27,read_phi,phi_rec_737,1,0,0,diagnosis,2025-03-29T14:13:02,benign
log_269,doc_11,read_phi,phi_rec_202,0,1,0,diagnosis,2025-07-21T21:56:31,benign
log_270,doc_1,read_phi,phi_rec_785,1,1,0,research,2025-06-24T15:22:17,benign
log_271,doc_0,read_phi,phi_rec_1013,1,1,0,research,2025-05-18T17:16:44,benign
log_272,doc_47,read_phi,phi_rec_604,0,0,0,billing,2025-05-28T13:58:22,benign
log_273,doc_49,read_phi,phi_rec_488,0,0,0,marketing,2025-06-26T04:16:40,benign
log_274,doc_45,read_phi,phi_rec_271,0,1,0,diagnosis,2025-01-28T04:31:53,benign
log_275,doc_44,read_phi,phi_rec_1748,0,0,0,billing,2025-07-06T02:56:00,benign
log_276,doc_24,read_phi,phi_rec_1044,1,1,0,diagnosis,2025-02-16T23:55:23,benign
log_277,doc_40,read_phi,phi_rec_53,0,0,0,billing,2025-06-21T03:50:00,benign
log_278,doc_31,read_phi,phi_rec_612,1,1,0,research,2025-04-10T14:38:57,benign
log_279,doc_1,read_phi,phi_rec_1148,0,0,0,billing,2025-05-06T13:46:31,benign
log_280,bclerk_8,read_phi,phi_rec_339,0,0,1,billing,2025-06-05T02:18:16,benign
log_281,doc_46,read_phi,phi_rec_431,1,1,0,diagnosis,2025-02-14T01:49:35,benign
log_282,doc_8,read_phi,phi_rec_1820,1,0,0,research,2025-02-18T13:25:24,violation_gdpr_art18
